Dataset	MovieID	Title	Year	Reason
movies-32M	216709	Cycles of Porn: Sex/Life in L.A., Part 2	2005	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"คุณได้ดาวน์โหลดซับไตเติลสำหรับ 5000 ที่ได้รับอนุญาตแล้วเป็นเวลา 24 ชั่วโมงYour quota will be renewed in 00 hours and 11 minutes (2026-06-01 23:59:59 UTC) ts=1780357698 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-01T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357698}
movies-32M	216711	Playing Columbine	2008	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 00 hours and 11 minutes (2026-06-02 00:00:00 UTC) ts=1780357699 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-02T00:00:00.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357699}
movies-32M	216713	Radium City	1987	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 00 hours and 11 minutes (2026-06-02 00:00:00 UTC) ts=1780357700 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-02T00:00:00.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357700}
movies-32M	216715	Niagara - Miracles Myths and Magic	1986	no_subtitles_found
movies-32M	216717	An Act of Love	2015	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Сез 24 сәгатькә рөхсәт ителгән «5000» субтитрларын йөкләдегез.Your quota will be renewed in 00 hours and 11 minutes (2026-06-02 00:00:00 UTC) ts=1780357701 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-02T00:00:00.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357701}
movies-32M	216721	Derren Brown: The System	2008	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Изтеглили сте субтитрите за „5000“, достъпни за вас за 24 часа.Your quota will be renewed in 00 hours and 11 minutes (2026-06-01 23:59:59 UTC) ts=1780357701 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-01T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357701}
movies-32M	216725	Game Show Dynamos	2015	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Преузели сте дозвољени број 5000-их титлова на 24 сата.Your quota will be renewed in 00 hours and 11 minutes (2026-06-01 23:59:59 UTC) ts=1780357702 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-01T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357702}
movies-32M	216727	AirBNB Dream or Nightmare	2016	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Avètz telecargat vòstres 5000 sota-títols autorizats per 24 oras.Your quota will be renewed in 00 hours and 11 minutes (2026-06-01 23:59:59 UTC) ts=1780357703 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-01T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357703}
movies-32M	216729	Lion Ark	2013	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"คุณได้ดาวน์โหลดซับไตเติลสำหรับ 5000 ที่ได้รับอนุญาตแล้วเป็นเวลา 24 ชั่วโมงYour quota will be renewed in 00 hours and 11 minutes (2026-06-02 00:00:00 UTC) ts=1780357704 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-02T00:00:00.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357704}
movies-32M	216731	Her Friend Adam	2016	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"لقد قمت بتنزيل الترجمات المسموح بها لـ \u0026quot;5000\u0026quot; لمدة 24 ساعة.Your quota will be renewed in 00 hours and 11 minutes (2026-06-01 23:59:59 UTC) ts=1780357704 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-01T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357704}
movies-32M	216733	The Married Virgin	1918	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Du har nu adgang til underteksterne til *5000* i 24 timer.Your quota will be renewed in 00 hours and 11 minutes (2026-06-01 23:59:59 UTC) ts=1780357705 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-01T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357705}
movies-32M	216735	Scream, Queen! My Nightmare on Elm Street	2019	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Du har nu adgang til underteksterne til *5000* i 24 timer.Your quota will be renewed in 00 hours and 11 minutes (2026-06-01 23:59:59 UTC) ts=1780357706 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-01T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357706}
movies-32M	216737	World of Darkness	2017	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 00 hours and 11 minutes (2026-06-02 00:00:00 UTC) ts=1780357707 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-02T00:00:00.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357707}
movies-32M	216739	Kristen	2015	no_subtitles_found
movies-32M	216743	The Eve	2014	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"คุณได้ดาวน์โหลดซับไตเติลสำหรับ 5000 ที่ได้รับอนุญาตแล้วเป็นเวลา 24 ชั่วโมงYour quota will be renewed in 00 hours and 11 minutes (2026-06-02 00:00:00 UTC) ts=1780357708 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-02T00:00:00.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357708}
movies-32M	216745	The Wrong Missy	2020	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 00 hours and 11 minutes (2026-06-02 00:00:00 UTC) ts=1780357709 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-02T00:00:00.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357709}
movies-32M	216747	Ayyappanum Koshiyum	2020	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 00 hours and 11 minutes (2026-06-01 23:59:59 UTC) ts=1780357709 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-01T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357709}
movies-32M	216749	ReMastered: The Lion's Share	2019	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Já descarregou as legendas de «5000» a que tem direito durante 24 horas.Your quota will be renewed in 00 hours and 11 minutes (2026-06-01 23:59:59 UTC) ts=1780357710 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-01T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357710}
movies-32M	216751	Antfarm Dickhole	2011	no_subtitles_found
movies-32M	216753	Speed Demon	2003	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Du har nu adgang til underteksterne til *5000* i 24 timer.Your quota will be renewed in 00 hours and 11 minutes (2026-06-01 23:59:59 UTC) ts=1780357711 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-01T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357711}
movies-32M	216761	A Happening of Monumental Proportions	2017	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"คุณได้ดาวน์โหลดซับไตเติลสำหรับ 5000 ที่ได้รับอนุญาตแล้วเป็นเวลา 24 ชั่วโมงYour quota will be renewed in 00 hours and 11 minutes (2026-06-01 23:59:59 UTC) ts=1780357712 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-01T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357712}
movies-32M	216763	The Key Man	2011	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Du har nu adgang til underteksterne til *5000* i 24 timer.Your quota will be renewed in 00 hours and 11 minutes (2026-06-02 00:00:00 UTC) ts=1780357713 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-02T00:00:00.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357713}
movies-32M	216769	Do Not Reply	2019	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 00 hours and 11 minutes (2026-06-01 23:59:59 UTC) ts=1780357713 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-01T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357713}
movies-32M	216771	The Jack in the Box	2020	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Na-download mo na ang iyong pinahihintulutang 5000 na mga subtitle para sa 24 na oras.Your quota will be renewed in 00 hours and 11 minutes (2026-06-01 23:59:59 UTC) ts=1780357714 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-01T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357714}
movies-32M	216773	Pretty Fine Things	2016	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 00 hours and 11 minutes (2026-06-01 23:59:59 UTC) ts=1780357715 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-01T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357715}
movies-32M	216775	Visit	2020	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"הורדת את כתוביות \u0026quot;5000\u0026quot; המותרות לך למשך 24 שעות.Your quota will be renewed in 00 hours and 11 minutes (2026-06-02 00:00:00 UTC) ts=1780357716 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-02T00:00:00.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357716}
movies-32M	216777	The Girl Gets Moe	1997	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Du har nu adgang til underteksterne til *5000* i 24 timer.Your quota will be renewed in 00 hours and 11 minutes (2026-06-01 23:59:59 UTC) ts=1780357716 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-01T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357716}
movies-32M	216779	A Dog Named Duke	2012	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 00 hours and 11 minutes (2026-06-01 23:59:59 UTC) ts=1780357717 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-01T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357717}
movies-32M	216781	I Want to Go Home	1989	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Já descarregou as legendas de «5000» a que tem direito durante 24 horas.Your quota will be renewed in 00 hours and 11 minutes (2026-06-02 00:00:00 UTC) ts=1780357718 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-02T00:00:00.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357718}
movies-32M	216785	Not That Funny	2012	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"您已下载了5000提供的24小时有效期字幕。Your quota will be renewed in 00 hours and 11 minutes (2026-06-02 00:00:00 UTC) ts=1780357719 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-02T00:00:00.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357719}
movies-32M	216787	Becoming Santa	2015	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Ju keni shkarkuar subtitrat e lejuar të \u0026quot;5000\u0026quot; për 24 orë.Your quota will be renewed in 00 hours and 11 minutes (2026-06-02 00:00:00 UTC) ts=1780357720 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-02T00:00:00.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357720}
movies-32M	216789	Destination: Pluto Beyond the Flyby	2016	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Já descarregou as legendas de «5000» a que tem direito durante 24 horas.Your quota will be renewed in 00 hours and 11 minutes (2026-06-01 23:59:59 UTC) ts=1780357720 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-01T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357720}
movies-32M	216791	The Dinner Party	2020	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 00 hours and 11 minutes (2026-06-01 23:59:59 UTC) ts=1780357721 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-01T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357721}
movies-32M	216793	The Load	2019	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Stiahli ste povolené 5000 titulky pre 24h.Your quota will be renewed in 00 hours and 11 minutes (2026-06-02 00:00:00 UTC) ts=1780357722 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-02T00:00:00.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357722}
movies-32M	216795	Snow Steam Iron	2017	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 00 hours and 11 minutes (2026-06-02 00:00:00 UTC) ts=1780357722 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-02T00:00:00.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357722}
movies-32M	216797	Giant God Warrior Appears in Tokyo	2012	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 00 hours and 11 minutes (2026-06-01 23:59:59 UTC) ts=1780357723 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-01T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357723}
movies-32M	216801	The Ascent	2020	download_failed: Subtitle download request failed: 406
{"requests":5000,"remaining":0,"message":"Pellgarget hoc\u0026#x27;h eus ho titloù \u0026quot;5000\u0026quot; aotreet evit 24 eur.Your quota will be renewed in 00 hours and 11 minutes (2026-06-01 23:59:59 UTC) ts=1780357724 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-01T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357724}
movies-32M	216805	To the Stars	2019	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 00 hours and 11 minutes (2026-06-02 00:00:00 UTC) ts=1780357725 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-02T00:00:00.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357725}
movies-32M	216807	Stag Hunt	2015	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Έχετε κατεβάσει τους υπότιτλους της σειράς «5000» που έχετε δικαίωμα να χρησιμοποιήσετε για 24 ώρες.Your quota will be renewed in 00 hours and 11 minutes (2026-06-01 23:59:59 UTC) ts=1780357725 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-01T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357725}
movies-32M	216809	Scandalous: The Untold Story of the National Enquirer	2019	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 00 hours and 11 minutes (2026-06-01 23:59:59 UTC) ts=1780357726 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-01T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357726}
movies-32M	216811	Song Without a Name	2020	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 00 hours and 11 minutes (2026-06-02 00:00:00 UTC) ts=1780357727 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-02T00:00:00.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357727}
movies-32M	216813	Asamblea	2019	no_subtitles_found
movies-32M	216815	Crimes Against Humanity	2017	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Olet ladannut sinulle sallitun vuorokautisen 5000 tekstitystäYour quota will be renewed in 00 hours and 11 minutes (2026-06-01 23:59:59 UTC) ts=1780357728 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-01T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357728}
movies-32M	216817	Scoob!	2020	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Hai scaricato i sottotitoli di \u0026quot;5000\u0026quot; a cui hai diritto per 24 ore.Your quota will be renewed in 00 hours and 11 minutes (2026-06-01 23:59:59 UTC) ts=1780357729 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-01T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357729}
movies-32M	216819	The Art of Skiing	1941	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 00 hours and 11 minutes (2026-06-02 00:00:00 UTC) ts=1780357730 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-02T00:00:00.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357730}
movies-32M	216821	Auntie Edna	2018	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"24시간 동안 이용 가능한 \u0026#x27;5000\u0026#x27; 자막을 다운로드하셨습니다.Your quota will be renewed in 00 hours and 11 minutes (2026-06-02 00:00:00 UTC) ts=1780357731 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-02T00:00:00.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357731}
movies-32M	216823	The Carpathian Mushroom	1990	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 00 hours and 11 minutes (2026-06-01 23:59:59 UTC) ts=1780357731 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-01T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357731}
movies-32M	216825	An Ocean Story	2019	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Έχετε κατεβάσει τους υπότιτλους της σειράς «5000» που έχετε δικαίωμα να χρησιμοποιήσετε για 24 ώρες.Your quota will be renewed in 00 hours and 11 minutes (2026-06-01 23:59:59 UTC) ts=1780357732 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-01T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357732}
movies-32M	216827	Love Aaj Kal	2020	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Has descargado los subtítulos de «5000» que tienes permitidos durante 24 horas.Your quota will be renewed in 00 hours and 11 minutes (2026-06-01 23:59:59 UTC) ts=1780357733 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-01T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357733}
movies-32M	216829	The Dinner Party	2018	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Вы скачали доступные субтитры к фильму «5000» на 24 часа.Your quota will be renewed in 00 hours and 11 minutes (2026-06-02 00:00:00 UTC) ts=1780357734 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-02T00:00:00.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357734}
movies-32M	216831	Mobile Suit Gundam: The Origin I - Blue-Eyed Casval	2015	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"لقد قمت بتنزيل الترجمات المسموح بها لـ \u0026quot;5000\u0026quot; لمدة 24 ساعة.Your quota will be renewed in 00 hours and 11 minutes (2026-06-02 00:00:00 UTC) ts=1780357735 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-02T00:00:00.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357735}
movies-32M	216841	The Silence of the Marsh	2019	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 00 hours and 11 minutes (2026-06-01 23:59:59 UTC) ts=1780357735 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-01T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357735}
movies-32M	216843	How the Garcia Girls Spent Their Summer	2005	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 00 hours and 11 minutes (2026-06-01 23:59:59 UTC) ts=1780357736 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-01T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357736}
movies-32M	216845	Malang	2020	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 00 hours and 11 minutes (2026-06-02 00:00:00 UTC) ts=1780357737 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-02T00:00:00.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357737}
movies-32M	216849	The Jesse Ventura Story	1999	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Έχετε κατεβάσει τους υπότιτλους της σειράς «5000» που έχετε δικαίωμα να χρησιμοποιήσετε για 24 ώρες.Your quota will be renewed in 00 hours and 11 minutes (2026-06-01 23:59:59 UTC) ts=1780357737 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-01T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357737}
movies-32M	216851	My Darling Vivian	2020	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 00 hours and 11 minutes (2026-06-01 23:59:59 UTC) ts=1780357738 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-01T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357738}
movies-32M	216855	The Flash	1990	download_failed: Subtitle download request failed: 406
{"requests":5000,"remaining":0,"message":"Сез 24 сәгатькә рөхсәт ителгән «5000» субтитрларын йөкләдегез.Your quota will be renewed in 00 hours and 11 minutes (2026-06-02 00:00:00 UTC) ts=1780357739 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-02T00:00:00.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357739}
movies-32M	216859	Inheritance	2020	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Vous avez atteint votre limite de 5000 sous-titres pour 24 heures.Your quota will be renewed in 00 hours and 11 minutes (2026-06-02 00:00:00 UTC) ts=1780357740 ","reset_time":"00 hours and 11 minutes","reset_time_utc":"2026-06-02T00:00:00.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357740}
movies-32M	216861	Wild Honey Pie!	2018	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Stáhli jste si titulky k filmu „5000“, které máte k dispozici po dobu 24 hodin.Your quota will be renewed in 00 hours and 10 minutes (2026-06-01 23:59:59 UTC) ts=1780357740 ","reset_time":"00 hours and 10 minutes","reset_time_utc":"2026-06-01T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357740}
movies-32M	216863	Gordon Lightfoot: If You Could Read My Mind	2019	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"لقد قمت بتنزيل الترجمات المسموح بها لـ \u0026quot;5000\u0026quot; لمدة 24 ساعة.Your quota will be renewed in 00 hours and 10 minutes (2026-06-01 23:59:59 UTC) ts=1780357741 ","reset_time":"00 hours and 10 minutes","reset_time_utc":"2026-06-01T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357741}
movies-32M	216865	Connecting Rooms	1970	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 00 hours and 10 minutes (2026-06-02 00:00:00 UTC) ts=1780357742 ","reset_time":"00 hours and 10 minutes","reset_time_utc":"2026-06-02T00:00:00.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357742}
movies-32M	216867	Bruce Lee and the Outlaw	2018	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 00 hours and 10 minutes (2026-06-01 23:59:59 UTC) ts=1780357742 ","reset_time":"00 hours and 10 minutes","reset_time_utc":"2026-06-01T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357742}
movies-32M	216869	Robert Mitchum, le mauvais garcon d'Hollywood	2018	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"คุณได้ดาวน์โหลดซับไตเติลสำหรับ 5000 ที่ได้รับอนุญาตแล้วเป็นเวลา 24 ชั่วโมงYour quota will be renewed in 00 hours and 10 minutes (2026-06-01 23:59:59 UTC) ts=1780357743 ","reset_time":"00 hours and 10 minutes","reset_time_utc":"2026-06-01T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357743}
movies-32M	216871	An Ecology of Mind	2010	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 00 hours and 10 minutes (2026-06-01 23:59:59 UTC) ts=1780357744 ","reset_time":"00 hours and 10 minutes","reset_time_utc":"2026-06-01T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357744}
movies-32M	216873	Law and Disorder	1974	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"You have downloaded your allowed 5000 subtitles for 24h.Your quota will be renewed in 00 hours and 10 minutes (2026-06-02 00:00:00 UTC) ts=1780357745 ","reset_time":"00 hours and 10 minutes","reset_time_utc":"2026-06-02T00:00:00.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357745}
movies-32M	216877	The Rockford Files: I Still Love L.A.	1994	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"Hai scaricato i sottotitoli di \u0026quot;5000\u0026quot; a cui hai diritto per 24 ore.Your quota will be renewed in 00 hours and 10 minutes (2026-06-02 00:00:00 UTC) ts=1780357746 ","reset_time":"00 hours and 10 minutes","reset_time_utc":"2026-06-02T00:00:00.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357746}
movies-32M	216881	Capone	2020	download_failed: Subtitle download request failed: 406
{"requests":5001,"remaining":-1,"message":"คุณได้ดาวน์โหลดซับไตเติลสำหรับ 5000 ที่ได้รับอนุญาตแล้วเป็นเวลา 24 ชั่วโมงYour quota will be renewed in 00 hours and 10 minutes (2026-06-01 23:59:59 UTC) ts=1780357746 ","reset_time":"00 hours and 10 minutes","reset_time_utc":"2026-06-01T23:59:59.000Z","uk":"app_cdl_154237","uid":2,"ts":1780357746}
movies-32M	216883	Trixie Mattel: Moving Parts	2019	download_failed: Subtitle download request failed: 406
