MovieID,Title,Year,Genre1,Genre2,Genre3,Genre4,Genre5,Genre6,Genre7,Genre8,dialogue_coverage_proxy,language_feature_version,num_lines,avg_line_length,median_line_length,num_tokens,num_unique_tokens,type_token_ratio,hapax_ratio,top_word_frequency_ratio,bigram_repetition_ratio,trigram_repetition_ratio,repeated_line_ratio,duplicate_line_count,most_common_line_frequency,repeated_short_phrase_ratio,question_line_ratio,exclamation_line_ratio,first_person_pronoun_ratio,second_person_pronoun_ratio,contraction_ratio,average_sentiment,sentiment_variance,positive_word_ratio,negative_word_ratio,anger_word_ratio,fear_word_ratio,joy_word_ratio,sadness_word_ratio,average_word_length,long_word_ratio,common_word_ratio,rare_word_ratio,simple_word_ratio,complex_word_ratio,flesch_reading_ease,average_sentence_length,subtitle_words_per_minute,num_lines_per_minute,unique_subtitle_words_per_minute,Genre9,Genre10,MovieLens32MAvailable,FranchiseID,FranchiseName,FranchiseInstallment,FranchiseLength,imdb_tconst,imdb_Title,imdb_averageRating,imdb_numVotes,imdb_originalTitle,imdb_isAdult,imdb_runtimeMinutes,imdb_low_votes
3181,Titus,1999.0,Drama,,,,,,,,18.944444444444443,2,3069,4.211143695014663,4.0,12924,2501,0.1935159393376663,0.580967612954818,0.0379913339523367,0.3321210245299079,0.0497600990558737,0.0332355816226783,66,8,0.1909460243760882,0.060931899641577,0.0726621049201694,0.0632157226864747,0.020349736923553,0.0183379758588672,-0.0110646858557722,0.0366308998702123,0.0128443206437635,0.0239090064995357,0.0036366450015475,0.0045651501083255,0.0031723924481584,0.0055710306406685,4.111188486536676,0.1290622098421541,0.4566697616836893,0.5433302383163108,0.7845094398019189,0.0628288455586505,88.32343813460331,9.264516129032256,79.77777777777777,18.944444444444443,15.438271604938272,,,True,,,,,tt0120866,Titus,7.0,22268.0,Titus,False,162.0,False
3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",1999.0,Documentary,,,,,,,,25.417582417582416,2,2313,3.904885430177259,4.0,9032,1903,0.2106953055801594,0.5654230162900683,0.0579052258635961,0.3868896024803455,0.0920265780730897,0.0436662343277129,55,3,0.2394662532528653,0.0138348465196714,0.0008646779074794,0.0451727192205491,0.0086359610274579,0.029007971656333,-0.0107395925597874,0.0225817382109943,0.0059787422497785,0.0167183348095659,0.0006643046944198,0.0018821966341895,0.0012178919397697,0.0021036315323294,4.3303808680248,0.1795837023914969,0.4898139946855624,0.5101860053144376,0.7224313551815766,0.1144818423383525,75.45043519832787,9.447698744769877,99.25274725274726,25.417582417582416,20.912087912087912,,,True,,,,,tt0192335,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",7.5,5993.0,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",False,91.0,False
3183,The Third Miracle,1999.0,Drama,,,,,,,,16.277310924369747,2,1937,5.134744450180691,5.0,9946,1651,0.165996380454454,0.5239248940036342,0.0418258596420671,0.4256410256410256,0.0990547063555913,0.0583376355188435,72,7,0.2623560762230378,0.1951471347444501,0.0221992772328342,0.0551980695757088,0.0524834104162477,0.0507741805751055,-0.0024130303639654,0.0404124358808832,0.0190026141162276,0.021415644480193,0.0005027146591594,0.0022119445003016,0.0033179167504524,0.0022119445003016,4.0272471345264425,0.114719485220189,0.491554393726121,0.5084456062738789,0.7759903478785442,0.0669615926000402,90.64124902005516,5.307363927427962,83.5798319327731,16.277310924369747,13.873949579831933,,,True,,,,,tt0174268,The Third Miracle,6.5,3757.0,The Third Miracle,False,119.0,False
3184,Montana,1998.0,Action,Comedy,Crime,Drama,,,,,13.291666666666666,2,1276,4.552507836990595,5.0,5809,1075,0.1850576691341022,0.52,0.0507832673437768,0.3879132231404958,0.1045290167039779,0.1003134796238244,82,11,0.2462333189840723,0.1489028213166144,0.0540752351097178,0.0650714408676192,0.0587020141160268,0.0626613875021518,-0.015148906868652,0.0514145113092715,0.0182475469099672,0.0333964537786193,0.003787226717163,0.0043036667240488,0.0041315200550869,0.003615080048201,3.880013771733517,0.0900327078671027,0.5037011533826821,0.4962988466173179,0.8090893441211913,0.0437252539163367,96.43566916361311,4.74204081632653,60.510416666666664,13.291666666666666,11.197916666666666,,,True,,,,,tt0119699,Montana,6.1,2064.0,Montana,False,96.0,False
3185,Snow Falling on Cedars,1999.0,Drama,,,,,,,,10.464566929133856,2,1329,5.179834462001505,5.0,6884,1308,0.1900058105752469,0.5122324159021406,0.0406740267286461,0.3998256574168241,0.1168265039232781,0.0541760722347629,42,5,0.2583363603341809,0.1414597441685477,0.0173062452972159,0.0477919814061592,0.0502614758861127,0.0,-0.0072632190586868,0.0362633409423395,0.0145264381173736,0.0217896571760604,0.0023242300987797,0.0031958163858221,0.0037768739105171,0.0031958163858221,3.9097908192911097,0.1228936664729808,0.4883788495061011,0.5116211504938989,0.7893666472980825,0.0719058686809994,91.75188976374596,5.054331864904552,54.20472440944882,10.464566929133857,10.299212598425196,,,True,,,,,tt0120834,Snow Falling on Cedars,6.7,15025.0,Snow Falling on Cedars,False,127.0,False
3186,"Girl, Interrupted",1999.0,Drama,,,,,,,,14.330708661417322,2,1820,4.236263736263736,4.0,7710,1554,0.201556420233463,0.5489060489060489,0.0413748378728923,0.3654170450123232,0.0944473274519979,0.0983516483516483,112,9,0.2299409742492054,0.1692307692307692,0.0576923076923076,0.0295719844357976,0.0529182879377431,0.0730220492866407,-0.0018158236057068,0.0391666119934526,0.0186770428015564,0.0204928664072632,0.001556420233463,0.0019455252918287,0.0035019455252918,0.0055771725032425,3.98651102464332,0.1168612191958495,0.4409857328145266,0.5590142671854734,0.78378728923476,0.0559014267185473,93.88863455470984,4.500875656742557,60.70866141732284,14.330708661417322,12.236220472440944,,,True,,,,,tt0172493,"Girl, Interrupted",7.3,234230.0,"Girl, Interrupted",False,127.0,False
3187,Trans,1998.0,Drama,,,,,,,,14.3,2,1144,4.124125874125874,4.0,4718,1116,0.2365409071640525,0.5591397849462365,0.0334887664264518,0.2957388170447318,0.0540712468193384,0.069055944055944,53,14,0.1749178416198452,0.1389860139860139,0.0043706293706293,0.0519287833827893,0.0402713013988978,0.0752437473505722,-0.0048749470114455,0.0421551242515338,0.0186519711742263,0.0235269181856718,0.0010597710894446,0.0033912674862229,0.003179313268334,0.0057227638830012,3.954429843153879,0.0962272149215769,0.4745654938533277,0.5254345061466723,0.7975837219160661,0.0498092412038999,94.74354660363726,5.178924259055982,58.975,14.3,13.95,,,True,,,,,tt0169333,Trans,5.7,439.0,Trans,False,80.0,False
3188,The Life and Times of Hank Greenberg,1998.0,Documentary,,,,,,,,17.733333333333334,2,1596,4.181704260651629,4.0,6674,1152,0.1726101288582559,0.5,0.0506442912795924,0.4085119136820021,0.1049160671462829,0.1015037593984962,103,13,0.2567253653053578,0.2105263157894736,0.0895989974937343,0.0552891818999101,0.0581360503446209,0.0930476475876535,0.0031465388073119,0.0468885110406123,0.025022475277195,0.0218759364698831,0.0014983518130056,0.0020976925382079,0.0041953850764159,0.0037458795325142,3.7983218459694337,0.0824093497153131,0.5140845070422535,0.4859154929577465,0.8338327839376686,0.0341624213365298,100.06421371122912,4.558743169398907,74.15555555555555,17.733333333333334,12.8,,,True,,,,,tt0208261,The Life and Times of Hank Greenberg,7.7,837.0,The Life and Times of Hank Greenberg,False,90.0,False
3189,My Dog Skip,1999.0,Children,Drama,,,,,,,,2,796,4.257537688442211,4.0,3389,779,0.2298613160224255,0.5173299101412067,0.0345234582472705,0.3742621015348288,0.1526424564511367,0.2625628140703517,145,15,0.2634686346863468,0.1243718592964824,0.079145728643216,0.0545883741516671,0.0333431690764237,0.0401298318087931,0.0191796990262614,0.05953181456574,0.0395396872233697,0.0203599881971082,0.002065506048982,0.0011802891708468,0.0153437592210091,0.0017704337562702,3.896134552965477,0.0947182059604603,0.4738861020950132,0.5261138979049867,0.7869578046621423,0.0628503983475951,87.6021983136577,9.60056657223796,,,,,,True,,,,,,,,,,,,
3190,Supernova,2000.0,Adventure,Sci-Fi,Thriller,,,,,,13.977777777777778,2,1258,4.635930047694753,4.0,5832,1438,0.2465706447187928,0.5570236439499304,0.0310356652949245,0.3100668838964157,0.0716981132075471,0.0635930047694753,45,4,0.1908927193208129,0.115262321144674,0.0699523052464228,0.0548696844993141,0.0363511659807956,0.0627572016460905,-0.0072016460905349,0.0332128825212958,0.0130315500685871,0.020233196159122,0.0017146776406035,0.0027434842249657,0.0015432098765432,0.002914951989026,4.383744855967078,0.1719821673525377,0.4281550068587105,0.5718449931412894,0.7261659807956105,0.10099451303155,81.04658736942072,5.607692307692307,64.8,13.977777777777778,15.977777777777778,,,True,,,,,tt0134983,Supernova,4.9,20931.0,Supernova,False,90.0,False
3191,The Quarry,1998.0,Drama,,,,,,,,10.258928571428571,2,1149,3.890339425587467,4.0,4470,957,0.2140939597315436,0.5590386624869383,0.0532438478747203,0.3871112105616469,0.114816472694718,0.1784160139251523,143,15,0.2509790757524896,0.1218450826805918,0.0635335073977371,0.0539149888143176,0.0592841163310962,0.0530201342281879,-0.0064876957494407,0.0391077979470394,0.016331096196868,0.0228187919463087,0.0042505592841163,0.0026845637583892,0.0046979865771812,0.0038031319910514,3.7697986577181206,0.0767337807606264,0.5172259507829977,0.4827740492170022,0.8221476510067114,0.0304250559284116,99.15032305579552,4.917491749174918,39.910714285714285,10.258928571428571,8.544642857142858,,,True,,,,,tt0169156,The Quarry,6.3,203.0,The Quarry,False,112.0,False
3192,The Terrorist (a.k.a. Malli) (Theeviravaathi),1998.0,Drama,,,,,,,,8.821052631578947,2,838,3.9618138424821,4.0,3320,919,0.2768072289156627,0.5788900979325353,0.0466867469879518,0.2820126544139801,0.0455093429776974,0.0417661097852028,23,11,0.1637788157299985,0.0787589498806682,0.026252983293556,0.0689759036144578,0.0503012048192771,0.030722891566265,-0.0144578313253012,0.0347307301495137,0.0102409638554216,0.0246987951807228,0.0018072289156626,0.005722891566265,0.0012048192771084,0.0069277108433734,4.03855421686747,0.1171686746987951,0.4969879518072289,0.5030120481927711,0.7659638554216868,0.0650602409638554,89.55996460728763,5.053272450532725,34.94736842105263,8.821052631578947,9.673684210526316,,,True,,,,,tt0169302,The Terrorist,7.0,2096.0,Theeviravaathi: The Terrorist,False,95.0,False
3194,The Way We Were,1973.0,Drama,Romance,,,,,,,14.14406779661017,2,1669,5.162372678250449,5.0,8616,1631,0.1892989786443825,0.5413856529736358,0.0461931290622098,0.3887405687753917,0.097283491989784,0.0820850808867585,89,11,0.2430204887108944,0.201318154583583,0.0641102456560814,0.0508356545961002,0.0544336118848653,0.0772980501392757,-0.0005803156917363,0.0493264970312838,0.0243732590529247,0.024953574744661,0.0024373259052924,0.0017409470752089,0.006267409470752,0.003133704735376,3.993732590529248,0.1168755803156917,0.479108635097493,0.520891364902507,0.7856313834726091,0.0648792943361188,92.41853874528223,4.901023890784983,73.01694915254237,14.14406779661017,13.822033898305085,,,True,,,,,tt0070903,The Way We Were,7.0,30741.0,The Way We Were,False,118.0,False
3195,Tess of the Storm Country,1922.0,Drama,,,,,,,,2.875912408759124,2,394,5.149746192893401,5.0,2029,735,0.362247412518482,0.6272108843537415,0.03942828979793,0.1602564102564102,0.0222002960039467,0.0050761421319796,1,2,0.0912453760789149,0.0812182741116751,0.1269035532994923,0.0532281912272055,0.0221784130113356,0.0758994578610152,-0.011828486939379,0.0343598404699137,0.0113356333169048,0.0231641202562838,0.0014785608674223,0.0044356826022671,0.0049285362247412,0.0049285362247412,3.998028585510104,0.1044849679645145,0.3992114342040414,0.6007885657959586,0.7703302119270576,0.0448496796451453,89.4228941755336,8.41908713692946,14.81021897810219,2.875912408759124,5.364963503649635,,,True,,,,,tt0013662,Tess of the Storm Country,7.0,547.0,Tess of the Storm Country,False,137.0,False
3197,The Presidio,1988.0,Action,Crime,Romance,Thriller,,,,,15.70103092783505,2,1523,4.326329612606697,4.0,6589,1305,0.1980573683411746,0.514176245210728,0.0453786614053725,0.3469945355191257,0.0689236374677394,0.0682862770847012,65,8,0.2079696394686907,0.1772816808929743,0.0407091267235718,0.055698892092882,0.0546365154044619,0.0740628319927151,-0.006677796327212,0.0388080402127185,0.0160874184246471,0.0227652147518591,0.0015176809834572,0.0025800576718773,0.0031871300652602,0.0045530429503718,4.018667476096525,0.1246016087418424,0.4729093944452876,0.5270906055547124,0.7784185764152375,0.0645014417969342,91.73324813451714,4.991666666666666,67.9278350515464,15.70103092783505,13.45360824742268,,,True,,,,,tt0095897,The Presidio,6.0,21216.0,The Presidio,False,97.0,False
3198,Papillon,1973.0,Crime,Drama,,,,,,,3.218543046357616,2,486,4.621399176954733,5.0,2246,648,0.2885129118432769,0.5709876543209876,0.0458593054318789,0.265924276169265,0.0557040998217468,0.0864197530864197,26,5,0.160837603029628,0.1419753086419753,0.1111111111111111,0.0396260017809439,0.0512021371326803,0.0574354407836153,-0.0062333036509349,0.0409228556317394,0.0173642030276046,0.0235975066785396,0.0017809439002671,0.0048975957257346,0.0013357079252003,0.0048975957257346,3.8882457702582367,0.089047195013357,0.5026714158504008,0.4973285841495993,0.811219946571683,0.0463045414069456,96.64507046495986,4.429980276134122,14.874172185430464,3.218543046357616,4.291390728476821,,,True,,,,,tt0070511,Papillon,8.0,145765.0,Papillon,False,151.0,False
3199,Pal Joey,1957.0,Comedy,Drama,Musical,Romance,,,,,17.693693693693692,2,1964,4.646639511201629,5.0,9126,1629,0.1785009861932938,0.525475751995089,0.0425158886697348,0.4198356164383561,0.1263700131521262,0.0855397148676171,94,5,0.2731108553893364,0.130346232179226,0.0157841140529531,0.0293666447512601,0.051829936445321,0.0725399956169186,0.0086565855796625,0.0366333694651771,0.0226824457593688,0.0140258601797063,0.0005478851632697,0.0015340784571553,0.0054788516326977,0.0028490028490028,3.83267587113741,0.0878807801884725,0.4573745342976112,0.5426254657023888,0.8158010081087004,0.0410913872452333,95.9465289297121,6.364016736401673,82.21621621621621,17.693693693693692,14.675675675675675,,,True,,,,,tt0050815,Pal Joey,6.6,6310.0,Pal Joey,False,111.0,False
3200,The Last Detail,1973.0,Comedy,Drama,,,,,,,13.028846153846152,2,1355,4.571955719557195,5.0,6195,1124,0.1814366424535916,0.4813167259786476,0.0384180790960452,0.4107200516628996,0.1296625222024866,0.1350553505535055,124,20,0.2702026317913942,0.1977859778597786,0.0723247232472324,0.0240516545601291,0.0464891041162227,0.0707021791767554,0.0004842615012106,0.0343823320767548,0.0174334140435835,0.0169491525423728,0.0045197740112994,0.0004842615012106,0.0038740920096852,0.001775625504439,3.8224374495560935,0.0916868442292171,0.4534301856335754,0.5465698143664245,0.8150121065375303,0.0408393866020984,97.76329135124274,4.897233201581027,59.56730769230769,13.028846153846153,10.807692307692308,,,True,,,,,tt0070290,The Last Detail,7.5,31038.0,The Last Detail,False,104.0,False
3201,Five Easy Pieces,1970.0,Drama,,,,,,,,16.122448979591837,2,1580,5.153797468354431,5.0,8143,1354,0.1662777846002701,0.5059084194977843,0.0521920668058455,0.4535740604274134,0.1510870900380788,0.1012658227848101,100,7,0.3023398636614874,0.1759493670886076,0.0493670886075949,0.0768758442834336,0.0518236522166277,0.057841090507184,-0.0012280486307257,0.0392960480797854,0.0190347537762495,0.0202628024069753,0.0033157313029595,0.0003684145892177,0.006385852879774,0.0028245118506692,3.716811985754636,0.079945965860248,0.5198329853862212,0.4801670146137787,0.830160874370625,0.0445781652953456,96.62534280079774,6.366692728694292,83.09183673469387,16.122448979591837,13.816326530612244,,,True,,,,,tt0065724,Five Easy Pieces,7.3,44289.0,Five Easy Pieces,False,98.0,False
3202,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen),1971.0,Drama,Horror,,,,,,,,2,1577,4.730500951173114,5.0,7460,1795,0.2406166219839142,0.577158774373259,0.0359249329758713,0.3218930151494838,0.0866183963529096,0.0818008877615726,75,7,0.2042635918750419,0.1230183893468611,0.1052631578947368,0.0423592493297587,0.0380697050938337,0.0538873994638069,-0.0012064343163538,0.0382022978674467,0.0184986595174262,0.0197050938337801,0.0036193029490616,0.0025469168900804,0.0024128686327077,0.0042895442359249,4.19798927613941,0.1478552278820375,0.4383378016085791,0.561662198391421,0.7439678284182306,0.0752010723860589,86.77880580487238,5.5922038980509745,,,,,,True,,,,,,,,,,,,
3203,Dead Calm,1989.0,Thriller,,,,,,,,5.5625,2,534,4.228464419475656,4.0,2258,655,0.2900797165633303,0.5709923664122137,0.0394154118689105,0.2769162605228179,0.0766843971631205,0.1254681647940075,40,7,0.1768225127409705,0.2097378277153558,0.1048689138576779,0.0544729849424269,0.0460584588131089,0.0713020372010628,-0.012400354295837,0.044133210841327,0.0159433126660761,0.0283436669619132,0.0017714791851195,0.0022143489813994,0.0044286979627989,0.0057573073516386,3.900797165633304,0.0907883082373782,0.4858281665190434,0.5141718334809566,0.8091231178033658,0.037201062887511,98.30289738096234,3.94066317626527,23.520833333333332,5.5625,6.822916666666667,,,True,,,,,tt0097162,Dead Calm,6.8,47859.0,Dead Calm,False,96.0,False
3204,The Boys from Brazil,1978.0,Action,Mystery,Thriller,,,,,,14.288,2,1786,4.639417693169093,5.0,8286,1742,0.2102341298575911,0.5591274397244547,0.040067583876418,0.352082076041038,0.0735152100434572,0.0867861142217245,99,8,0.2128070493089504,0.1170212765957446,0.051511758118701,0.0471880279990345,0.0485155684286748,0.0287231474776731,-0.0089307265266714,0.0358845192175991,0.0135167752836109,0.0224475018102824,0.0041033067825247,0.0020516533912623,0.0019309678976587,0.002534395365677,4.151701665459812,0.149770697562153,0.4919140719285542,0.5080859280714458,0.7449915520154478,0.0850832729905865,84.97248905584155,5.991323210412148,66.288,14.288,13.936,,,True,,,,,tt0077269,The Boys from Brazil,7.0,33714.0,The Boys from Brazil,False,125.0,False
3205,Black Sunday (La maschera del demonio),1960.0,Horror,,,,,,,,12.344827586206897,2,1074,4.450651769087523,4.0,4780,1069,0.2236401673640167,0.5528531337698784,0.0510460251046025,0.3209876543209876,0.0625784847216408,0.1005586592178771,77,12,0.1917965888877262,0.0884543761638733,0.1210428305400372,0.050418410041841,0.0395397489539749,0.0497907949790795,-0.003765690376569,0.0405715936345652,0.0184100418410041,0.0221757322175732,0.0018828451882845,0.0060669456066945,0.002928870292887,0.006276150627615,4.06255230125523,0.1232217573221757,0.4774058577405857,0.5225941422594143,0.7644351464435146,0.0679916317991631,90.4021772183735,5.224043715846994,54.94252873563219,12.344827586206897,12.28735632183908,,,True,,,,,tt0054067,Black Sunday,7.1,20002.0,La maschera del demonio,False,87.0,False
3206,Against All Odds,1984.0,Romance,,,,,,,,17.619834710743802,2,2132,4.4620075046904315,4.0,9513,1371,0.1441185745821507,0.4850474106491612,0.0499316724482287,0.4367115222876366,0.0975712333088003,0.0924015009380863,131,14,0.2671502917520896,0.1566604127579737,0.0698874296435272,0.0633869441816461,0.0567644276253547,0.0723220855671186,-0.0019972668979291,0.0394157523314348,0.0187112372542836,0.0207085041522127,0.002943340691685,0.0025228634500157,0.0044150110375275,0.0045201303479449,3.84211079575318,0.0850415221276148,0.4934300430989172,0.5065699569010828,0.8185640702196993,0.0358456848523073,97.7743135058597,5.279134295227525,78.6198347107438,17.619834710743802,11.330578512396695,,,True,,,,,tt0086859,Against All Odds,5.9,15192.0,Against All Odds,False,121.0,False
3207,The Snows of Kilimanjaro,1952.0,Adventure,,,,,,,,16.859649122807017,2,1922,4.535379812695109,5.0,8717,1541,0.1767810026385224,0.5619727449707982,0.0445107261672593,0.4100504818724185,0.1025817555938037,0.0936524453694068,118,21,0.2563249383282657,0.1342351716961498,0.0572320499479708,0.0588505219685671,0.0509349546862452,0.0643570035562693,-0.0088333142136055,0.0445474170936735,0.0178960651600321,0.0267293793736377,0.0011471836641046,0.0033268326259034,0.0050476081220603,0.0034415509923138,3.883905013192612,0.1029023746701846,0.5044166571068028,0.4955833428931972,0.7892623609039807,0.0485258689916255,93.97345739781316,5.115610328638498,76.46491228070175,16.859649122807017,13.517543859649123,,,True,,,,,tt0045162,The Snows of Kilimanjaro,6.1,6505.0,The Snows of Kilimanjaro,False,114.0,False
3208,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1),1993.0,Action,Comedy,,,,,,,18.035714285714285,2,1515,3.866006600660066,4.0,5857,1436,0.2451767116271128,0.591225626740947,0.0416595526720163,0.3167691256830601,0.0715627668659265,0.0792079207920792,69,7,0.1941764153360088,0.1346534653465346,0.0442244224422442,0.0614649137783848,0.0522451767116271,0.0624893290080245,-0.0066586989926583,0.0404200632984951,0.0169028512890558,0.0235615502817141,0.0039269250469523,0.0013658869728529,0.0029025098173126,0.0047806044049854,4.076660406351374,0.1302714700358545,0.4531330032439815,0.5468669967560185,0.7806044049854874,0.0619771213932047,92.13520879490608,4.921848739495799,69.72619047619048,18.035714285714285,17.095238095238095,,,True,,,,,tt0107659,Loaded Weapon 1,6.2,54157.0,National Lampoon's: Loaded Weapon 1,False,84.0,False
3209,The Loves of Carmen,1948.0,Drama,,,,,,,,13.030303030303031,2,1290,5.617054263565891,6.0,7246,1216,0.1678167264697764,0.5,0.0400220811482197,0.4158730158730159,0.1054665930425179,0.0589147286821705,47,9,0.2606805162537097,0.1341085271317829,0.0527131782945736,0.0648633728953905,0.0476124758487441,0.0557548992547612,-0.0062103229367927,0.0459178216212868,0.0198730333977366,0.0260833563345293,0.0026221363510902,0.0031741650565829,0.0057963014076731,0.0038642009384487,3.8802097709080874,0.1032293679271322,0.5135247032845708,0.4864752967154292,0.7889870273254209,0.0506486337289539,92.4146523772373,6.68450184501845,73.1919191919192,13.030303030303031,12.282828282828282,,,True,,,,,tt0040552,The Loves of Carmen,6.1,1546.0,The Loves of Carmen,False,99.0,False
3210,Fast Times at Ridgemont High,1982.0,Comedy,Drama,Romance,,,,,,22.466666666666665,2,2022,4.373392680514343,4.0,8843,1586,0.179350899016171,0.5372005044136192,0.0457989370123261,0.4293146346980321,0.1463635335369302,0.1785361028684471,265,23,0.2878470847706837,0.1533135509396637,0.0647873392680514,0.0599344113988465,0.0542802216442383,0.0662671039240076,0.0063326925251611,0.0375037169759799,0.0219382562478796,0.0156055637227185,0.0019224245165667,0.0010177541558294,0.0071242790908062,0.010403709148479,3.88080967997286,0.0961212258283388,0.4712201741490444,0.5287798258509555,0.8025556937690829,0.0477213615288929,94.90931545786346,5.516531503431067,98.25555555555556,22.466666666666665,17.622222222222224,,,True,,,,,tt0083929,Fast Times at Ridgemont High,7.1,124657.0,Fast Times at Ridgemont High,False,90.0,False
3211,A Cry in the Dark,1988.0,Drama,,,,,,,,19.675,2,2361,5.537060567556121,6.0,13073,2054,0.1571177235523598,0.5301850048685491,0.0521685917539967,0.4601438188494492,0.1408461479611353,0.060567556120288,89,11,0.3005010901579772,0.1414654807285048,0.0601440067767894,0.0485733955480761,0.0348810525510594,0.0,-0.0057370152222137,0.0314059300740712,0.0128509140977587,0.0185879293199724,0.0014533771896274,0.0029832479155511,0.0026007802340702,0.0032892220607358,3.928325556490477,0.1227721257553736,0.4822917463474336,0.5177082536525663,0.7690660139218236,0.0690736632754532,88.10371148961215,7.218663721700718,108.94166666666666,19.675,17.116666666666667,,,True,,,,,tt0094924,A Cry in the Dark,6.9,12053.0,Evil Angels,False,120.0,False
3212,Born to Win,1971.0,Drama,,,,,,,,11.363636363636363,2,1000,4.757,5.0,4757,889,0.1868824889636325,0.4713160854893138,0.0496110994324153,0.3967619848612279,0.113564668769716,0.104,73,13,0.2551782146987698,0.234,0.044,0.0689510195501366,0.057809543830145,0.0769392474248475,0.0081984443977296,0.041345440544143,0.0248055497162076,0.016607105318478,0.0008408660920748,0.0016817321841496,0.0054656295984864,0.0037838974143367,3.679840235442506,0.067899936935043,0.4877023334034055,0.5122976665965945,0.840235442505781,0.0325835610678999,101.13040486941372,4.304977375565611,54.05681818181818,11.363636363636363,10.102272727272727,,,True,,,,,tt0066856,Born to Win,5.8,2490.0,Born to Win,False,88.0,False
3213,Batman: Mask of the Phantasm,1993.0,Animation,Children,,,,,,,12.026315789473683,2,914,4.540481400437637,5.0,4150,1099,0.2648192771084337,0.5987261146496815,0.0414457831325301,0.2588575560375994,0.0445998071359691,0.0470459518599562,25,4,0.1517415933469929,0.1455142231947483,0.1586433260393873,0.0513253012048192,0.0515662650602409,0.0725301204819277,-0.0074698795180722,0.0382574539120336,0.0154216867469879,0.0228915662650602,0.0012048192771084,0.0031325301204819,0.004578313253012,0.0079518072289156,4.000481927710843,0.1028915662650602,0.4616867469879518,0.5383132530120482,0.7891566265060241,0.0539759036144578,93.82424723455227,4.853801169590644,54.60526315789474,12.026315789473685,14.460526315789474,,,True,79.0,Batman (DC Universe Animated),1.0,4.0,tt0106364,Batman: Mask of the Phantasm,7.8,63471.0,Batman: Mask of the Phantasm,False,76.0,False
3214,American Flyers,1985.0,Drama,,,,,,,,13.31858407079646,2,1505,5.029235880398671,5.0,7569,1339,0.1769057999735764,0.5056011949215833,0.040956533227639,0.409223044397463,0.1174838112858464,0.0704318936877076,64,6,0.2633630657416584,0.1495016611295681,0.0485049833887043,0.0474303078345884,0.044127361606553,0.0687012815431364,0.0047562425683709,0.0419908541772411,0.0233848592944906,0.0186286167261197,0.0042277711718853,0.0015854141894569,0.0055489496630994,0.0010569427929713,3.9545514599022327,0.0990883868410622,0.4783987316686484,0.5216012683313516,0.7839873166864844,0.0491478398731668,93.71865086705668,5.079865771812081,66.98230088495575,13.31858407079646,11.849557522123893,,,True,,,,,tt0088707,American Flyers,6.5,7297.0,American Flyers,False,113.0,False
3215,Voyage of the Damned,1976.0,Drama,,,,,,,,11.95483870967742,2,1853,5.093901780895845,5.0,9439,1682,0.1781968428858989,0.5297265160523187,0.0431189744676342,0.4167196439923712,0.1003496874006569,0.1084727468969239,135,22,0.2585430463576159,0.1478683216405828,0.0431732325957906,0.0684394533319207,0.0535014302362538,0.0227778366352367,-0.0074160398347282,0.0455006756236432,0.0190698167178726,0.0264858565526009,0.0003178302786312,0.0029664159338913,0.0030723593601017,0.0043436804746265,4.033584066108698,0.1356075855493166,0.5172158067591905,0.4827841932408094,0.7639580464032206,0.0741603983472825,88.43801584652874,5.8086153846153845,60.89677419354839,11.95483870967742,10.851612903225806,,,True,,,,,tt0075406,Voyage of the Damned,6.4,3912.0,Voyage of the Damned,False,155.0,False
3216,"Vampyros Lesbos (Vampiras, Las)",1971.0,Fantasy,Horror,Thriller,,,,,,6.404494382022472,2,570,4.703508771929824,5.0,2681,691,0.257739649384558,0.5513748191027497,0.0481163744871316,0.3134328358208955,0.0612168719671519,0.0807017543859649,29,8,0.1873483858928904,0.1263157894736842,0.0473684210526315,0.0772099962700484,0.0578142484147706,0.0581872435658336,0.0052219321148825,0.0514460622716865,0.0283476314807907,0.0231256993659082,0.0029839612085042,0.0059679224170085,0.0078328981723237,0.010816859380828,3.9019022752704218,0.1048116374487131,0.5005594927265945,0.4994405072734054,0.7896307348004475,0.0600522193211488,92.82483153522408,5.0680529300567105,30.123595505617978,6.404494382022472,7.764044943820225,,,True,,,,,tt0066380,Vampyros Lesbos,5.4,5909.0,Vampyros Lesbos,False,89.0,False
3217,A Star Is Born,1937.0,Drama,,,,,,,,24.46846846846847,2,2716,4.358983799705449,4.0,11839,1800,0.1520398682321142,0.545,0.0428245628853788,0.4468660246663288,0.1126974740221339,0.0633284241531664,114,13,0.2797888067581837,0.1008836524300441,0.0,0.0512712222316074,0.0521158881662302,0.0654616099332714,0.0048990624208125,0.0411956967969923,0.0230593800152039,0.0181603175943914,0.0005912661542359,0.0011825323084719,0.0056592617619731,0.0049835290142748,3.9256693977531887,0.0959540501731565,0.494382971534758,0.505617028465242,0.7920432468958527,0.0526226877270039,92.20777737579787,7.005325443786982,106.65765765765765,24.46846846846847,16.216216216216218,,,True,,,,,tt0029606,A Star Is Born,7.3,11883.0,A Star Is Born,False,111.0,False
